Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,log_MRP,Establishment_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type
12.6,Regular,0.062547321,Baking Goods,1.946368739,28,Medium,Tier 3,Supermarket Type3
14.85,Regular,0.019511288,Dairy,2.419279837,16,Small,Tier 1,Supermarket Type1
11.8,Regular,0.02633607,Canned,1.608673626,26,High,Tier 3,Supermarket Type1
8.19,LF,0.046578409,Fruits and Vegetables,1.687254208,11,Small,Tier 2,Supermarket Type1
9.6,LF,0,Soft Drinks,2.221455448,14,Medium,Tier 1,Supermarket Type1
12.6,LF,0.093002339,Fruits and Vegetables,2.249861404,28,Medium,Tier 3,Supermarket Type3
6.83,Regular,0.046898544,Canned,2.186955771,6,Small,Tier 2,Supermarket Type1
20.7,LF,0.039467795,Household,2.181090348,6,Small,Tier 2,Supermarket Type1
9.6,Regular,0.014200671,Snack Foods,2.272276148,26,High,Tier 3,Supermarket Type1
21,LF,0.049381666,Snack Foods,2.285664857,14,Medium,Tier 1,Supermarket Type1
20.35,LF,0.021369722,Household,1.879857092,11,Small,Tier 2,Supermarket Type1
13,Regular,0.030211742,Canned,1.773215785,4,Medium,Tier 3,Supermarket Type2
7.5,LF,0.096413261,Household,1.743186667,16,Small,Tier 1,Supermarket Type1
13.15,LF,0.056429024,Soft Drinks,2.159209746,16,Small,Tier 1,Supermarket Type1
8.63,Regular,0.032976399,Snack Foods,2.059380877,11,Small,Tier 2,Supermarket Type1
5.49,LF,0.042838514,Health and Hygiene,2.214272004,11,Small,Tier 2,Supermarket Type1
6.55,Regular,0.034745307,Breads,2.200929255,4,Medium,Tier 3,Supermarket Type2
15.7,Regular,0.027673055,Canned,2.228603085,11,Small,Tier 2,Supermarket Type1
17.7,LF,0.117201696,Snack Foods,2.264880602,6,Small,Tier 2,Supermarket Type1
18,LF,0.015450376,Health and Hygiene,2.201288947,16,Small,Tier 1,Supermarket Type1
6.63,Regular,0.174110803,Baking Goods,2.222326211,15,Small,Tier 3,Grocery Store
18.25,LF,0.07784544,Snack Foods,2.415968079,14,Medium,Tier 1,Supermarket Type1
12.6,LF,0.074265816,Dairy,2.039504538,28,Medium,Tier 3,Supermarket Type3
12,Regular,0.020411155,Meat,1.993895414,16,Small,Tier 1,Supermarket Type1
12.15,Regular,0.04274788,Meat,2.264097335,14,Medium,Tier 1,Supermarket Type1
5.91,LF,0.04572322,Canned,2.346637716,14,Medium,Tier 1,Supermarket Type1
18.6,LF,0.012651172,Household,2.090404087,9,Small,Tier 2,Supermarket Type1
12.6,LF,0,Starchy Foods,2.224055776,28,Medium,Tier 3,Supermarket Type3
9.17,LF,0.103398309,Baking Goods,2.158202618,4,Medium,Tier 3,Supermarket Type2
12.35,Regular,0.072689818,Dairy,1.688145632,4,Medium,Tier 3,Supermarket Type2
15.6,Regular,0.105208448,Snack Foods,2.231918944,26,High,Tier 3,Supermarket Type1
9.8,Regular,0.14118383,Baking Goods,1.703298258,4,Medium,Tier 3,Supermarket Type2
12.6,LF,0.130544568,Frozen Foods,2.394532228,28,Medium,Tier 3,Supermarket Type3
12.6,LF,0.121635591,Fruits and Vegetables,2.244212281,28,Medium,Tier 3,Supermarket Type3
12.6,LF,0,Fruits and Vegetables,2.412290492,28,Small,Tier 1,Grocery Store
15.35,LF,0.014007727,Frozen Foods,1.583414167,26,High,Tier 3,Supermarket Type1
14.5,Regular,0.041214746,Canned,1.623718489,26,High,Tier 3,Supermarket Type1
12.6,Regular,0.031663212,Baking Goods,2.238739416,4,Medium,Tier 3,Supermarket Type2
18.85,LF,0.042716162,Canned,2.411338502,14,Medium,Tier 1,Supermarket Type1
11.6,Regular,0.009761175,Snack Foods,2.355911816,9,Small,Tier 2,Supermarket Type1
15.3,LF,0.02295878,Household,2.0070356,26,High,Tier 3,Supermarket Type1
16.85,Regular,0.026627857,Canned,1.971795207,4,Medium,Tier 3,Supermarket Type2
19,LF,0.112893408,Snack Foods,2.117478779,15,Small,Tier 3,Grocery Store
12.6,Regular,0.017937483,Meat,2.014936154,28,Medium,Tier 3,Supermarket Type3
17,LF,0.120060274,Frozen Foods,2.391893381,6,Small,Tier 2,Supermarket Type1
11.65,Regular,0.010909704,Meat,2.044752936,26,High,Tier 3,Supermarket Type1
17.75,Regular,0.029653914,Fruits and Vegetables,2.147935278,16,Small,Tier 1,Supermarket Type1
11.3,LF,0.047912071,Household,2.254949077,4,Medium,Tier 3,Supermarket Type2
13.5,Regular,0.129016487,Starchy Foods,1.99302511,14,Medium,Tier 1,Supermarket Type1
15.85,LF,0.078874948,Canned,1.57345878,4,Medium,Tier 3,Supermarket Type2
16.6,LF,0.135944247,Hard Drinks,2.235634987,14,Medium,Tier 1,Supermarket Type1
5.32,LF,0.093261677,Health and Hygiene,2.004181173,4,Medium,Tier 3,Supermarket Type2
12.6,LF,0.008722342,Fruits and Vegetables,2.091812519,28,Medium,Tier 3,Supermarket Type3
12.5,LF,0.081260969,Meat,2.345921987,14,Medium,Tier 1,Supermarket Type1
11.3,LF,0.06705851,Household,2.287908723,6,Small,Tier 2,Supermarket Type1
18.6,LF,0.012643035,Household,2.078606874,26,High,Tier 3,Supermarket Type1
12.6,LF,0.129983688,Household,1.968698641,28,Small,Tier 1,Grocery Store
19.2,Regular,0.094300933,Frozen Foods,2.273050837,4,Medium,Tier 3,Supermarket Type2
12.85,Regular,0.152001201,Fruits and Vegetables,2.401983001,26,High,Tier 3,Supermarket Type1
6.13,LF,0.02848169,Household,2.04332769,6,Small,Tier 2,Supermarket Type1
17.25,LF,0.037396492,Soft Drinks,2.219198257,6,Small,Tier 2,Supermarket Type1
10.7,LF,0.05337973,Frozen Foods,1.754274928,14,Medium,Tier 1,Supermarket Type1
12.8,LF,0.076369874,Fruits and Vegetables,1.987849416,4,Medium,Tier 3,Supermarket Type2
14.35,Regular,0.090896452,Frozen Foods,2.364172629,9,Small,Tier 2,Supermarket Type1
19.7,Regular,0,Baking Goods,2.296469933,11,Small,Tier 2,Supermarket Type1
17.25,Regular,0.159165324,Fruits and Vegetables,1.802222129,9,Small,Tier 2,Supermarket Type1
15.7,Regular,0.11454343,Canned,2.055837615,9,Small,Tier 2,Supermarket Type1
12.6,LF,0.10818157,Dairy,2.174946108,28,Small,Tier 1,Grocery Store
12.15,LF,0.037955309,Meat,1.79853049,14,Medium,Tier 1,Supermarket Type1
9.7,Regular,0.128176489,Baking Goods,2.351874349,26,High,Tier 3,Supermarket Type1
18,Regular,0.238831875,Fruits and Vegetables,1.945721604,15,Small,Tier 3,Grocery Store
20.85,LF,0.021416681,Fruits and Vegetables,2.019658716,4,Medium,Tier 3,Supermarket Type2
7.55,Regular,0.031007381,Fruits and Vegetables,2.091340499,11,Small,Tier 2,Supermarket Type1
12.1,LF,0.029781363,Soft Drinks,2.16715304,16,Small,Tier 1,Supermarket Type1
10,LF,0.038653608,Fruits and Vegetables,2.389900042,26,High,Tier 3,Supermarket Type1
6.45,LF,0.029859711,Baking Goods,1.973790801,6,Small,Tier 2,Supermarket Type1
12.6,LF,0.081197035,Breads,2.085438292,28,Small,Tier 1,Grocery Store
11.65,LF,0.131394793,Baking Goods,2.181564636,26,High,Tier 3,Supermarket Type1
12.6,LF,0.164006137,Snack Foods,2.054166275,28,Small,Tier 1,Grocery Store
8.9,LF,0.026492726,Frozen Foods,2.319096478,6,Small,Tier 2,Supermarket Type1
12.6,LF,0.023463124,Soft Drinks,2.28031562,28,Medium,Tier 3,Supermarket Type3
18.2,LF,0.1630653,Health and Hygiene,1.636574145,9,Small,Tier 2,Supermarket Type1
8.63,Regular,0.032960823,Snack Foods,2.060893418,14,Medium,Tier 1,Supermarket Type1
18.75,LF,0.053025371,Snack Foods,2.284544425,4,Medium,Tier 3,Supermarket Type2
11.8,LF,0.008578539,Health and Hygiene,2.070588978,11,Small,Tier 2,Supermarket Type1
12.6,LF,0.083221904,Household,2.241808871,6,Small,Tier 2,Supermarket Type1
13.8,Regular,0.064195136,Fruits and Vegetables,1.879676081,9,Small,Tier 2,Supermarket Type1
6.26,Regular,0.009887927,Meat,2.178218715,11,Small,Tier 2,Supermarket Type1
12.6,Regular,0.138846289,Canned,2.421255694,28,Medium,Tier 3,Supermarket Type3
8.02,LF,0.033259081,Household,2.188358045,15,Small,Tier 3,Grocery Store
12.6,LF,0.027610698,Snack Foods,2.174747502,28,Small,Tier 1,Grocery Store
17,LF,0.126758324,Household,2.09529561,4,Medium,Tier 3,Supermarket Type2
12.6,LF,0.014008751,Dairy,2.233864339,28,Small,Tier 1,Grocery Store
18.7,LF,0.02442574,Soft Drinks,1.723721586,15,Small,Tier 3,Grocery Store
15.5,LF,0.053589594,Soft Drinks,1.64519622,4,Medium,Tier 3,Supermarket Type2
7.81,Regular,0.03412912,Snack Foods,2.217788633,4,Medium,Tier 3,Supermarket Type2
12.6,LF,0.033737273,Soft Drinks,1.753287301,28,Medium,Tier 3,Supermarket Type3
6.47,LF,0.208397715,Canned,2.42371826,15,Small,Tier 3,Grocery Store
12.6,LF,0.039751236,Dairy,2.247734707,28,Small,Tier 1,Grocery Store
8.21,LF,0.010781158,Hard Drinks,2.175915189,14,Medium,Tier 1,Supermarket Type1
19.35,Regular,0.083079826,Fruits and Vegetables,1.905063707,15,Small,Tier 3,Grocery Store
9.5,Regular,0.048676324,Starchy Foods,2.273671999,9,Small,Tier 2,Supermarket Type1
14.85,Regular,0.035311852,Fruits and Vegetables,2.206712027,14,Medium,Tier 1,Supermarket Type1
6.11,Regular,0.103080901,Fruits and Vegetables,2.118254141,14,Medium,Tier 1,Supermarket Type1
6.79,Regular,0.022974812,Snack Foods,2.319715518,16,Small,Tier 1,Supermarket Type1
12.6,LF,0.030062224,Health and Hygiene,2.188550525,28,Medium,Tier 3,Supermarket Type3
11.5,LF,0.020960615,Health and Hygiene,2.124811252,26,High,Tier 3,Supermarket Type1
12.6,LF,0,Soft Drinks,1.941452794,28,Medium,Tier 3,Supermarket Type3
13.15,LF,0.020715913,Breads,1.92198076,16,Small,Tier 1,Supermarket Type1
8.66,Regular,0.088373591,Snack Foods,2.076915567,11,Small,Tier 2,Supermarket Type1
19.7,Regular,0.08073703,Baking Goods,2.294490475,16,Small,Tier 1,Supermarket Type1
14.5,Regular,0,Fruits and Vegetables,2.229540552,9,Small,Tier 2,Supermarket Type1
7.95,LF,0.015863075,Snack Foods,2.209034881,26,High,Tier 3,Supermarket Type1
11.5,LF,0.017714096,Health and Hygiene,2.123729499,4,Medium,Tier 3,Supermarket Type2
15.75,LF,0.166513779,Dairy,1.580361509,4,Medium,Tier 3,Supermarket Type2
15.6,LF,0.143915417,Breakfast,2.105848632,6,Small,Tier 2,Supermarket Type1
19.35,Regular,0.062882112,Baking Goods,2.215157274,6,Small,Tier 2,Supermarket Type1
12.6,Regular,0.041726942,Fruits and Vegetables,2.08638546,4,Medium,Tier 3,Supermarket Type2
12.65,LF,0.042211119,Household,2.036204772,16,Small,Tier 1,Supermarket Type1
12.1,LF,0.015497337,Household,2.218936006,4,Medium,Tier 3,Supermarket Type2
17.2,Regular,0.012030747,Canned,2.22172296,14,Medium,Tier 1,Supermarket Type1
12.6,LF,0.097768728,Household,2.153661234,28,Small,Tier 1,Grocery Store
12.6,Regular,0.185008985,Fruits and Vegetables,1.627156853,28,Small,Tier 1,Grocery Store
16.75,LF,0,Fruits and Vegetables,2.407218852,16,Small,Tier 1,Supermarket Type1
13.35,Regular,0.149974858,Snack Foods,2.254707555,4,Medium,Tier 3,Supermarket Type2
14.1,LF,0.125675936,Fruits and Vegetables,1.939118718,26,High,Tier 3,Supermarket Type1
14.3,Regular,0.109144085,Fruits and Vegetables,1.945889873,15,Small,Tier 3,Grocery Store
13.65,Regular,0.078909166,Dairy,2.271200142,14,Medium,Tier 1,Supermarket Type1
12.6,LF,0.094817105,Hard Drinks,1.891544148,28,Small,Tier 1,Grocery Store
12.6,Regular,0,Seafood,2.265662459,28,Small,Tier 1,Grocery Store
14.15,LF,0.095378221,Soft Drinks,2.231751383,16,Small,Tier 1,Supermarket Type1
9.2,LF,0.015949001,Baking Goods,1.925101599,6,Small,Tier 2,Supermarket Type1
16.7,Regular,0.038496166,Snack Foods,2.168822052,26,High,Tier 3,Supermarket Type1
12.3,LF,0.111274591,Baking Goods,1.545151188,16,Small,Tier 1,Supermarket Type1
14.15,LF,0.183472595,Soft Drinks,1.913960005,9,Small,Tier 2,Supermarket Type1
8.43,LF,0,Soft Drinks,2.290872992,6,Small,Tier 2,Supermarket Type1
12.6,LF,0.031743707,Dairy,2.253178993,28,Medium,Tier 3,Supermarket Type3
18.85,LF,0.016132592,Health and Hygiene,2.114819742,14,Medium,Tier 1,Supermarket Type1
13.1,LF,0.020903193,Dairy,2.076561077,14,Medium,Tier 1,Supermarket Type1
19.35,Regular,0.039990314,Soft Drinks,2.217712349,14,Medium,Tier 1,Supermarket Type1
12.6,Regular,0.170382726,Frozen Foods,1.655827762,28,Small,Tier 1,Grocery Store
6.39,LF,0.083768522,Hard Drinks,2.040838013,26,High,Tier 3,Supermarket Type1
7.05,Regular,0.055548003,Breads,2.352778155,9,Small,Tier 2,Supermarket Type1
17.1,LF,0.128614205,Fruits and Vegetables,2.048008847,14,Medium,Tier 1,Supermarket Type1
6.68,LF,0.021710275,Household,1.54391167,11,Small,Tier 2,Supermarket Type1
11.5,Regular,0.042087749,Frozen Foods,2.284841146,11,Small,Tier 2,Supermarket Type1
9.21,LF,0.008782561,Fruits and Vegetables,2.078606874,11,Small,Tier 2,Supermarket Type1
20.6,Regular,0.046280998,Snack Foods,2.249037822,6,Small,Tier 2,Supermarket Type1
11.4,LF,0.009898492,Health and Hygiene,1.688450079,11,Small,Tier 2,Supermarket Type1
12.6,LF,0.075368868,Health and Hygiene,1.547198545,28,Medium,Tier 3,Supermarket Type3
7.1,LF,0.110633958,Fruits and Vegetables,2.240069762,6,Small,Tier 2,Supermarket Type1
14.5,Regular,0,Snack Foods,2.202287198,9,Small,Tier 2,Supermarket Type1
7.05,Regular,0.05587277,Breads,2.346565766,6,Small,Tier 2,Supermarket Type1
9.5,LF,0.041851461,Soft Drinks,1.498172661,26,High,Tier 3,Supermarket Type1
18.85,LF,0.167552202,Household,2.28581286,9,Small,Tier 2,Supermarket Type1
14.65,LF,0.011212719,Others,1.745554126,11,Small,Tier 2,Supermarket Type1
13.3,LF,0.063925726,Frozen Foods,2.181474281,6,Small,Tier 2,Supermarket Type1
7.08,LF,0.097660814,Dairy,2.151715432,15,Small,Tier 3,Grocery Store
7.96,LF,0,Canned,2.206257415,6,Small,Tier 2,Supermarket Type1
4.64,LF,0.140889111,Breads,2.1041435,16,Small,Tier 1,Supermarket Type1
12.6,LF,0.058198141,Health and Hygiene,2.043183021,28,Medium,Tier 3,Supermarket Type3
16.75,LF,0.081446638,Fruits and Vegetables,2.41010005,14,Medium,Tier 1,Supermarket Type1
15.35,LF,0.015676231,Others,2.158504218,16,Small,Tier 1,Supermarket Type1
9.3,LF,0.042283454,Hard Drinks,2.098431891,9,Small,Tier 2,Supermarket Type1
5.7,Regular,0.06797671,Breads,2.410775209,4,Medium,Tier 3,Supermarket Type2
9.2,LF,0.080442371,Household,2.032466449,15,Small,Tier 3,Grocery Store
17.85,LF,0.03781972,Soft Drinks,2.282438116,9,Small,Tier 2,Supermarket Type1
10.2,Regular,0.012483408,Meat,2.290949007,11,Small,Tier 2,Supermarket Type1
10.9,LF,0.137584599,Dairy,2.418726758,6,Small,Tier 2,Supermarket Type1
12.6,Regular,0.205484395,Baking Goods,2.296689317,28,Small,Tier 1,Grocery Store
13.1,LF,0.037793818,Fruits and Vegetables,2.240063266,6,Small,Tier 2,Supermarket Type1
15.5,Regular,0.075736746,Baking Goods,2.424157427,9,Small,Tier 2,Supermarket Type1
14.15,LF,0.014719325,Household,2.294269978,15,Small,Tier 3,Grocery Store
14.1,LF,0.11326743,Baking Goods,1.737157643,16,Small,Tier 1,Supermarket Type1
12.6,Regular,0,Frozen Foods,2.115713665,28,Medium,Tier 3,Supermarket Type3
7.9,Regular,0.094952408,Breakfast,2.004893749,4,Medium,Tier 3,Supermarket Type2
15.75,LF,0.135836828,Household,2.001603924,6,Small,Tier 2,Supermarket Type1
14.8,LF,0,Meat,2.277344661,26,High,Tier 3,Supermarket Type1
20.1,Regular,0.022425236,Fruits and Vegetables,2.354691463,16,Small,Tier 1,Supermarket Type1
12.6,LF,0.051924192,Snack Foods,2.082811212,28,Medium,Tier 3,Supermarket Type3
12.6,LF,0.054806734,Fruits and Vegetables,2.161800284,28,Medium,Tier 3,Supermarket Type3
8.62,LF,0.116722514,Fruits and Vegetables,1.979746812,4,Medium,Tier 3,Supermarket Type2
12.6,LF,0.244338986,Dairy,2.025021432,28,Small,Tier 1,Grocery Store
12.6,Regular,0.021471456,Snack Foods,2.117365438,28,Small,Tier 1,Grocery Store
13.65,Regular,0.026067434,Snack Foods,1.896692628,6,Small,Tier 2,Supermarket Type1
6.39,Regular,0.123710526,Snack Foods,1.570395815,16,Small,Tier 1,Supermarket Type1
9.31,LF,0.038032068,Frozen Foods,1.787821646,11,Small,Tier 2,Supermarket Type1
15,LF,0.064504433,Hard Drinks,1.674916227,6,Small,Tier 2,Supermarket Type1
17.7,Regular,0.041163522,Fruits and Vegetables,1.907559684,6,Small,Tier 2,Supermarket Type1
16.75,LF,0.060668416,Dairy,2.236563963,11,Small,Tier 2,Supermarket Type1
15.1,LF,0.056067524,Household,2.145661229,4,Medium,Tier 3,Supermarket Type2
21.25,LF,0.114066204,Health and Hygiene,2.367411835,4,Medium,Tier 3,Supermarket Type2
17.6,LF,0.097135675,Dairy,1.95126756,26,High,Tier 3,Supermarket Type1
13.15,Regular,0.165616415,Fruits and Vegetables,2.237232986,14,Medium,Tier 1,Supermarket Type1
5.04,Regular,0,Breads,2.358322491,16,Small,Tier 1,Supermarket Type1
12.6,Regular,0.030362777,Dairy,2.323302438,28,Medium,Tier 3,Supermarket Type3
12.6,LF,0.145951533,Household,2.206705012,28,Small,Tier 1,Grocery Store
5.26,Regular,0.02454694,Breads,1.980942796,14,Medium,Tier 1,Supermarket Type1
6.24,LF,0.118674359,Household,2.417788787,16,Small,Tier 1,Supermarket Type1
5.82,LF,0.080765853,Household,2.228346454,14,Medium,Tier 1,Supermarket Type1
7.29,LF,0.050065211,Dairy,2.197084185,11,Small,Tier 2,Supermarket Type1
7,LF,0.15202235,Canned,2.027871263,4,Medium,Tier 3,Supermarket Type2
12.6,LF,0.087383304,Dairy,2.256306824,28,Medium,Tier 3,Supermarket Type3
13.8,Regular,0,Fruits and Vegetables,1.870995828,11,Small,Tier 2,Supermarket Type1
15.5,LF,0.053480419,Soft Drinks,1.627130208,11,Small,Tier 2,Supermarket Type1
12.6,LF,0.044444956,Household,2.389662492,28,Medium,Tier 3,Supermarket Type3
8.26,LF,0.034544435,Hard Drinks,2.06477012,4,Medium,Tier 3,Supermarket Type2
15,LF,0.044978225,Health and Hygiene,2.148861057,14,Medium,Tier 1,Supermarket Type1
8.79,LF,0.025967624,Fruits and Vegetables,2.078969114,16,Small,Tier 1,Supermarket Type1
12.6,LF,0.058092551,Snack Foods,2.235634987,28,Small,Tier 1,Grocery Store
12.6,LF,0.148742896,Baking Goods,2.029902997,28,Small,Tier 1,Grocery Store
12.6,Regular,0.041273391,Frozen Foods,1.962276499,28,Medium,Tier 3,Supermarket Type3
12.6,Regular,0.141997869,Fruits and Vegetables,1.956895169,28,Medium,Tier 3,Supermarket Type3
8.98,Regular,0,Canned,1.929022259,4,Medium,Tier 3,Supermarket Type2
7.79,LF,0.140342195,Dairy,2.023789747,6,Small,Tier 2,Supermarket Type1
12.6,LF,0.008903212,Meat,2.082697785,28,Medium,Tier 3,Supermarket Type3
20.7,LF,0.170072462,Canned,2.264408355,14,Medium,Tier 1,Supermarket Type1
8.77,Regular,0,Fruits and Vegetables,2.23965528,26,High,Tier 3,Supermarket Type1
20.25,LF,0.036399734,Dairy,2.341134075,11,Small,Tier 2,Supermarket Type1
17.7,LF,0.012567811,Household,2.226464312,11,Small,Tier 2,Supermarket Type1
8.32,Regular,0.035773394,Baking Goods,2.15939994,6,Small,Tier 2,Supermarket Type1
18.1,LF,0.022434418,Fruits and Vegetables,1.983217506,14,Medium,Tier 1,Supermarket Type1
12.15,LF,0,Health and Hygiene,1.592738422,6,Small,Tier 2,Supermarket Type1
15.25,LF,0.089998959,Frozen Foods,2.332679174,11,Small,Tier 2,Supermarket Type1
12.15,LF,0,Others,2.092625917,16,Small,Tier 1,Supermarket Type1
9.3,LF,0.04774013,Baking Goods,2.2900649,15,Small,Tier 3,Grocery Store
12.6,LF,0.01769927,Dairy,1.870410929,28,Medium,Tier 3,Supermarket Type3
20.1,Regular,0.054816926,Fruits and Vegetables,2.288432566,4,Medium,Tier 3,Supermarket Type2
11.8,LF,0.008554052,Health and Hygiene,2.067997255,26,High,Tier 3,Supermarket Type1
17.7,LF,0.029914022,Snack Foods,2.220844195,26,High,Tier 3,Supermarket Type1
12.6,LF,0.043551753,Snack Foods,2.265984601,28,Medium,Tier 3,Supermarket Type3
14.65,Regular,0.099692906,Snack Foods,1.707285663,6,Small,Tier 2,Supermarket Type1
10.9,LF,0.059834024,Fruits and Vegetables,2.125573645,15,Small,Tier 3,Grocery Store
8.58,Regular,0.071832909,Dairy,2.288203155,9,Small,Tier 2,Supermarket Type1
15.1,LF,0.055793586,Household,2.145350573,26,High,Tier 3,Supermarket Type1
12.6,Regular,0.026949463,Meat,2.296030833,28,Medium,Tier 3,Supermarket Type3
13,LF,0.041909345,Household,2.406542565,11,Small,Tier 2,Supermarket Type1
20.1,LF,0.014925407,Health and Hygiene,2.156595789,26,High,Tier 3,Supermarket Type1
12.85,LF,0.108102606,Fruits and Vegetables,2.368034232,26,High,Tier 3,Supermarket Type1
16.7,Regular,0.091437584,Starchy Foods,1.808324429,15,Small,Tier 3,Grocery Store
13.3,LF,0.009581155,Snack Foods,1.812585842,16,Small,Tier 1,Supermarket Type1
12.6,LF,0.035997636,Others,1.89576388,28,Small,Tier 1,Grocery Store
17,LF,0.126244059,Household,2.095644199,16,Small,Tier 1,Supermarket Type1
17.6,Regular,0.053481818,Starchy Foods,1.679482407,6,Small,Tier 2,Supermarket Type1
14.6,LF,0.043021542,Household,2.294264243,15,Small,Tier 3,Grocery Store
8.9,Regular,0.08154715,Snack Foods,1.697236319,6,Small,Tier 2,Supermarket Type1
12.6,Regular,0.1263349,Canned,2.26503586,28,Small,Tier 1,Grocery Store
10.3,LF,0.078903499,Baking Goods,2.24953343,11,Small,Tier 2,Supermarket Type1
12.6,LF,0.091411749,Health and Hygiene,2.084122087,28,Small,Tier 1,Grocery Store
5.59,Regular,0.094741514,Snack Foods,1.800144972,15,Small,Tier 3,Grocery Store
8.06,LF,0,Breakfast,2.366857221,4,Medium,Tier 3,Supermarket Type2
11.35,Regular,0.063173691,Dairy,1.935434709,26,High,Tier 3,Supermarket Type1
7.04,LF,0.021883368,Frozen Foods,2.421259974,14,Medium,Tier 1,Supermarket Type1
13.15,Regular,0.165221717,Fruits and Vegetables,2.235721312,26,High,Tier 3,Supermarket Type1
16.25,LF,0.057629899,Fruits and Vegetables,2.09308743,4,Medium,Tier 3,Supermarket Type2
11.1,LF,0.010632752,Canned,1.916931673,26,High,Tier 3,Supermarket Type1
5.59,Regular,0.05671761,Snack Foods,1.798766626,11,Small,Tier 2,Supermarket Type1
6.55,LF,0.024505418,Breads,2.012555474,26,High,Tier 3,Supermarket Type1
12.6,LF,0.088394115,Frozen Foods,2.289466762,28,Medium,Tier 3,Supermarket Type3
13.65,LF,0.077219509,Health and Hygiene,1.751994638,9,Small,Tier 2,Supermarket Type1
18.6,LF,0.076791671,Snack Foods,2.206889532,26,High,Tier 3,Supermarket Type1
11.1,Regular,0,Fruits and Vegetables,2.218936006,4,Medium,Tier 3,Supermarket Type2
10.2,Regular,0.012528611,Meat,2.290281755,6,Small,Tier 2,Supermarket Type1
5.88,LF,0.003597678,Hard Drinks,2.187238055,14,Medium,Tier 1,Supermarket Type1
12.6,LF,0.173527068,Fruits and Vegetables,1.964005864,28,Small,Tier 1,Grocery Store
4.64,LF,0.141686037,Breads,2.103801669,6,Small,Tier 2,Supermarket Type1
8.51,LF,0.052051256,Household,2.153043116,11,Small,Tier 2,Supermarket Type1
17.25,Regular,0.047533568,Snack Foods,1.986354253,6,Small,Tier 2,Supermarket Type1
6.62,LF,0.093913607,Dairy,2.298290967,6,Small,Tier 2,Supermarket Type1
10.1,Regular,0.053667516,Fruits and Vegetables,2.348322001,14,Medium,Tier 1,Supermarket Type1
8.68,LF,0.01478914,Frozen Foods,1.990065225,15,Small,Tier 3,Grocery Store
18.5,LF,0.033938279,Others,2.122308955,9,Small,Tier 2,Supermarket Type1
9.8,Regular,0.045522854,Baking Goods,1.545151188,6,Small,Tier 2,Supermarket Type1
7.63,LF,0.061188147,Soft Drinks,1.973329246,11,Small,Tier 2,Supermarket Type1
15.75,LF,0.054884821,Baking Goods,2.290802744,26,High,Tier 3,Supermarket Type1
12.6,LF,0.19033746,Snack Foods,2.202645768,28,Small,Tier 1,Grocery Store
9.5,Regular,0.010914988,Snack Foods,2.264489145,9,Small,Tier 2,Supermarket Type1
15.7,LF,0.037383778,Soft Drinks,2.254701274,4,Medium,Tier 3,Supermarket Type2
12.6,LF,0.042354152,Fruits and Vegetables,2.356545934,28,Medium,Tier 3,Supermarket Type3
9.7,LF,0,Fruits and Vegetables,2.271353157,15,Small,Tier 3,Grocery Store
12.6,LF,0.003574698,Hard Drinks,2.189489752,28,Medium,Tier 3,Supermarket Type3
10.5,Regular,0.11733375,Baking Goods,2.215164154,6,Small,Tier 2,Supermarket Type1
12.6,LF,0.079261744,Snack Foods,1.912886014,28,Small,Tier 1,Grocery Store
17.75,LF,0.030410273,Dairy,2.408353953,26,High,Tier 3,Supermarket Type1
7.16,Regular,0.169137707,Breads,1.54761966,6,Small,Tier 2,Supermarket Type1
12.6,Regular,0,Meat,2.260216447,28,Medium,Tier 3,Supermarket Type3
12.6,Regular,0.059110912,Meat,2.299600118,28,Small,Tier 1,Grocery Store
5,LF,0,Soft Drinks,2.279787818,15,Small,Tier 3,Grocery Store
12.6,LF,0.048857925,Breads,1.785467933,14,Medium,Tier 1,Supermarket Type1
7.91,LF,0.064163983,Hard Drinks,2.361670052,14,Medium,Tier 1,Supermarket Type1
12.6,LF,0,Dairy,1.709566741,28,Small,Tier 1,Grocery Store
7.39,LF,0.120770963,Others,2.15669147,4,Medium,Tier 3,Supermarket Type2
12.6,Regular,0.076944658,Fruits and Vegetables,2.410157817,28,Medium,Tier 3,Supermarket Type3
8.63,Regular,0.055084019,Snack Foods,2.059759507,15,Small,Tier 3,Grocery Store
15,Regular,0.162093059,Canned,2.261326164,4,Medium,Tier 3,Supermarket Type2
8.98,Regular,0.052836076,Canned,1.937630212,11,Small,Tier 2,Supermarket Type1
12.6,LF,0.036213953,Snack Foods,1.966370792,28,Medium,Tier 3,Supermarket Type3
12.6,LF,0.050790917,Household,2.154663119,28,Small,Tier 1,Grocery Store
14,LF,0.040725405,Household,1.6379438,15,Small,Tier 3,Grocery Store
10.7,Regular,0.061008889,Breakfast,2.24937253,6,Small,Tier 2,Supermarket Type1
13.65,Regular,0,Meat,1.579248399,11,Small,Tier 2,Supermarket Type1
5.62,LF,0.210511558,Health and Hygiene,2.084122087,15,Small,Tier 3,Grocery Store
18.25,Regular,0.183579854,Dairy,2.044763122,14,Medium,Tier 1,Supermarket Type1
12.6,LF,0.078174543,Canned,1.601523306,28,Medium,Tier 3,Supermarket Type3
15.5,LF,0.103422709,Snack Foods,2.160909505,9,Small,Tier 2,Supermarket Type1
